    #theta              beta_x             alpha_x              beta_y             alpha_y
     330.9500000        0.7480343101       -0.1006402788         4.155112286       -0.4037719012E-02
     331.0687500        0.7499909193       -0.1132653890         4.155188997       -0.4348582835E-02
     331.1875000        0.7521789031       -0.1259030922         4.155270832       -0.4596849126E-02
     331.3062500        0.7545985190       -0.1385454202         4.155357052       -0.4826376556E-02
     331.4250000        0.7572501248       -0.1512100381         4.155446420       -0.4939370670E-02
     331.5437500        0.7601342588       -0.1638976905         4.155536794       -0.4934441590E-02
     331.6625000        0.7632512644       -0.1765849723         4.155627197       -0.4940580022E-02
     331.7812500        0.7666016060       -0.1893071792         4.155716048       -0.4762897941E-02
     331.9000000        0.7701860908       -0.2020649056         4.155799983       -0.4401464840E-02
     332.0187500        0.7740054893       -0.2148520386         4.155875959       -0.3891903279E-02
     332.1375000        0.7780603988       -0.2276541529         4.155941948       -0.3309290953E-02
     332.2562500        0.7823516352       -0.2405078710         4.155994815       -0.2458343069E-02
     332.3750000        0.7868802349       -0.2533987865         4.156030373       -0.1419809724E-02
     332.4937500        0.7916469072       -0.2663037147         4.156046274       -0.3138309518E-03
     332.6125000        0.7966527090       -0.2792818150         4.156038387        0.1173496157E-02
     332.7312500        0.8018992354       -0.2923302459         4.155999887        0.3021022322E-02
     332.8500000        0.8073878724       -0.3054267534         4.155925211        0.5111775824E-02
     332.9687500        0.8131196845       -0.3185559471         4.155810510        0.7374885031E-02
     333.0875000        0.8190962098       -0.3317821427         4.155649577        0.1013695477E-01
     333.2062500        0.8253192766       -0.3450695508         4.155434901        0.1321214445E-01
     333.3250000        0.8317902953       -0.3584052976         4.155161170        0.1654533907E-01
     333.4437500        0.8385115848       -0.3718975848         4.154818575        0.2067904258E-01
     333.5625000        0.8454861056       -0.3855038143         4.154394340        0.2539054808E-01
     333.6812500        0.8527164254       -0.3992198129         4.153877866        0.3066302931E-01
     333.8000000        0.8602064008       -0.4131850865         4.153252410        0.3717671913E-01
     333.9187500        0.8679613126       -0.4274089496         4.152494710        0.4495307123E-01
     334.0375000        0.8759864083       -0.4418727364         4.151582241        0.5388450664E-01
     334.1562500        0.8842874408       -0.4566437142         4.150490650        0.6426899182E-01
     334.2750000        0.8928712334       -0.4717636956         4.149191262        0.7626774256E-01
     334.3937500        0.9017452277       -0.4872505490         4.147653485        0.8991651084E-01
     334.5125000        0.9109166953       -0.5030604029         4.145848597        0.1049660283
     334.6312500        0.9203926551       -0.5192019857         4.143750075        0.1214158777
     334.7500000        0.9301818222       -0.5358420042         4.141325014        0.1399417323
     334.8357500        0.9374505032       -0.5480937938         4.139352313        0.1542309854
     334.9215000        0.9448902938       -0.5605261030         4.137181910        0.1691803688
     335.0072500        0.9525042976       -0.5731727940         4.134803769        0.1849105103
     335.0930000        0.9602958578       -0.5860323608         4.132207263        0.2013830174
     335.1787500        0.9682683357       -0.5991057621         4.129382174        0.2185689405
     335.2645000        0.9764250620       -0.6123841720         4.126318917        0.2363970355
     335.3502500        0.9847691977       -0.6258479383         4.123009120        0.2547520629
     335.4360000        0.9933031118       -0.6393957836         4.119448188        0.2731834219
     335.5217500         1.002029091       -0.6531143523         4.115632257        0.2920286395
     335.6075000         1.010949977       -0.6669959911         4.111555549        0.3112289196
     335.6932500         1.020068561       -0.6810373959         4.107212916        0.3307445057
     335.7790000         1.029387624       -0.6952374096         4.102599652        0.3505450514
     335.8647500         1.038909967       -0.7095966190         4.097711377        0.3706077862
     335.9505000         1.048638771       -0.7241672885         4.092542616        0.3911111778
     336.0362500         1.058576883       -0.7388442732         4.087089645        0.4116145993
     336.1220000         1.068726500       -0.7536339824         4.081351621        0.4321296894
     336.2077500         1.079090115       -0.7685700591         4.075326834        0.4527684334
     336.2935000         1.089671311       -0.7837757142         4.069009820        0.4739658594
     336.3792500         1.100473667       -0.7991228822         4.062395595        0.4952114217
     336.4650000         1.111500547       -0.8147048486         4.055480417        0.5168278332
     336.5507500         1.122756714       -0.8306290312         4.048255882        0.5391684537
     336.6365000         1.134246772       -0.8467596673         4.040714786        0.5616983780
     336.7222500         1.145974406       -0.8630950971         4.032853753        0.5843874735
     336.8080000         1.157944734       -0.8798421641         4.024664862        0.6079219449
